path,language,start,end,word
datasets\Corpus\children\audio\train_split\CH11092.wav,en,1.547,2.027,road
datasets\Corpus\children\audio\train_split\CH11093.wav,en,0.0,0.263,side
datasets\Corpus\children\audio\train_split\CH11093.wav,en,0.324,0.425,of
datasets\Corpus\children\audio\train_split\CH11093.wav,en,0.526,0.567,a
datasets\Corpus\children\audio\train_split\CH11093.wav,en,0.587,1.033,road
datasets\Corpus\children\audio\train_split\CH11093.wav,en,1.053,1.154,in
datasets\Corpus\children\audio\train_split\CH11093.wav,en,1.174,1.255,the
datasets\Corpus\children\audio\train_split\CH11093.wav,en,1.316,1.964,desert
datasets\Corpus\children\audio\train_split\CH11093.wav,en,2.551,2.814,with
datasets\Corpus\children\audio\train_split\CH11093.wav,en,3.138,3.32,a
datasets\Corpus\children\audio\train_split\CH11094.wav,en,0.0,0.781,Cowboy
datasets\Corpus\children\audio\train_split\CH11094.wav,en,0.884,1.521,Capo.
datasets\Corpus\children\audio\train_split\CH11095.wav,en,0.0,0.463,There
datasets\Corpus\children\audio\train_split\CH11095.wav,en,0.625,0.725,are
datasets\Corpus\children\audio\train_split\CH11095.wav,en,0.766,1.169,two
datasets\Corpus\children\audio\train_split\CH11095.wav,en,1.269,1.814,babies
datasets\Corpus\children\audio\train_split\CH11095.wav,en,2.096,2.438,eating
datasets\Corpus\children\audio\train_split\CH11095.wav,en,2.458,3.748,something
datasets\Corpus\children\audio\train_split\CH11095.wav,en,3.889,3.97,in
datasets\Corpus\children\audio\train_split\CH11095.wav,en,4.03,4.191,the
datasets\Corpus\children\audio\train_split\CH11095.wav,en,4.232,5.38,garden.
datasets\Corpus\children\audio\train_split\CH11096.wav,en,0.0,0.382,One
datasets\Corpus\children\audio\train_split\CH11096.wav,en,0.503,0.604,of
datasets\Corpus\children\audio\train_split\CH11096.wav,en,0.765,1.026,them
datasets\Corpus\children\audio\train_split\CH11096.wav,en,1.046,2.234,is
datasets\Corpus\children\audio\train_split\CH11096.wav,en,2.354,2.797,crying
datasets\Corpus\children\audio\train_split\CH11096.wav,en,2.837,3.26,and
datasets\Corpus\children\audio\train_split\CH11096.wav,en,3.28,3.884,one
datasets\Corpus\children\audio\train_split\CH11096.wav,en,4.004,4.105,of
datasets\Corpus\children\audio\train_split\CH11096.wav,en,4.206,4.407,them
datasets\Corpus\children\audio\train_split\CH11096.wav,en,4.447,4.89,is
datasets\Corpus\children\audio\train_split\CH11096.wav,en,5.051,5.453,sitting
datasets\Corpus\children\audio\train_split\CH11096.wav,en,5.493,6.6,peacefully.
datasets\Corpus\children\audio\train_split\CH11098.wav,en,0.0,0.523,There
datasets\Corpus\children\audio\train_split\CH11098.wav,en,0.563,0.664,is
datasets\Corpus\children\audio\train_split\CH11098.wav,en,0.684,0.785,a
datasets\Corpus\children\audio\train_split\CH11098.wav,en,1.429,1.71,kid
datasets\Corpus\children\audio\train_split\CH11098.wav,en,2.153,2.737,standing
datasets\Corpus\children\audio\train_split\CH11098.wav,en,2.898,2.998,and
datasets\Corpus\children\audio\train_split\CH11098.wav,en,3.079,3.602,smiling
datasets\Corpus\children\audio\train_split\CH11098.wav,en,3.682,3.843,with
datasets\Corpus\children\audio\train_split\CH11098.wav,en,4.004,4.085,a
datasets\Corpus\children\audio\train_split\CH11098.wav,en,4.507,5.252,cowboy
datasets\Corpus\children\audio\train_split\CH11098.wav,en,6.057,6.58,outfit.
datasets\Corpus\children\audio\train_split\CH11100.wav,en,0.0,0.445,He
datasets\Corpus\children\audio\train_split\CH11100.wav,en,0.465,0.97,is
datasets\Corpus\children\audio\train_split\CH11100.wav,en,2.365,2.445,cute
datasets\Corpus\children\audio\train_split\CH11100.wav,en,2.991,3.213,and
datasets\Corpus\children\audio\train_split\CH11100.wav,en,3.496,3.88,small.
datasets\Corpus\children\audio\train_split\CH11102.wav,en,0.0,0.633,Flying
datasets\Corpus\children\audio\train_split\CH11102.wav,en,0.735,1.061,with
datasets\Corpus\children\audio\train_split\CH11102.wav,en,1.082,1.266,a
datasets\Corpus\children\audio\train_split\CH11102.wav,en,1.47,2.0,towel.
datasets\Corpus\children\audio\train_split\CH11103.wav,en,0.0,0.335,Flying
datasets\Corpus\children\audio\train_split\CH11103.wav,en,0.376,0.502,with
datasets\Corpus\children\audio\train_split\CH11103.wav,en,0.565,0.627,a
datasets\Corpus\children\audio\train_split\CH11103.wav,en,0.669,0.941,tower.
datasets\Corpus\children\audio\train_split\CH11105.wav,en,0.0,0.343,There
datasets\Corpus\children\audio\train_split\CH11105.wav,en,0.404,0.504,is
datasets\Corpus\children\audio\train_split\CH11105.wav,en,0.585,0.646,a
datasets\Corpus\children\audio\train_split\CH11105.wav,en,0.686,1.291,Christmas
datasets\Corpus\children\audio\train_split\CH11105.wav,en,1.392,1.634,tree
datasets\Corpus\children\audio\train_split\CH11105.wav,en,1.695,1.937,with
datasets\Corpus\children\audio\train_split\CH11105.wav,en,1.998,2.28,some
datasets\Corpus\children\audio\train_split\CH11105.wav,en,2.784,3.208,lights
datasets\Corpus\children\audio\train_split\CH11105.wav,en,3.612,3.753,on
datasets\Corpus\children\audio\train_split\CH11105.wav,en,4.056,4.58,it.
datasets\Corpus\children\audio\train_split\CH11106.wav,en,0.0,0.475,and
datasets\Corpus\children\audio\train_split\CH11106.wav,en,0.712,0.82,a
datasets\Corpus\children\audio\train_split\CH11106.wav,en,0.842,1.316,star
datasets\Corpus\children\audio\train_split\CH11106.wav,en,1.424,1.532,on
datasets\Corpus\children\audio\train_split\CH11106.wav,en,1.618,2.072,top
datasets\Corpus\children\audio\train_split\CH11106.wav,en,2.093,2.417,of
datasets\Corpus\children\audio\train_split\CH11106.wav,en,2.438,2.482,it
datasets\Corpus\children\audio\train_split\CH12001.wav,hi,0.0,0.285,मेरा
datasets\Corpus\children\audio\train_split\CH12001.wav,hi,0.305,0.489,फेवरेट
datasets\Corpus\children\audio\train_split\CH12001.wav,hi,0.509,0.937,फेस्टिवल
datasets\Corpus\children\audio\train_split\CH12001.wav,hi,0.998,1.629,दिवाली
datasets\Corpus\children\audio\train_split\CH12001.wav,hi,1.649,2.28,है
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,0.0,0.263,मेरी
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,0.284,0.912,फेवरेट
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,0.932,1.662,मूवी
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,1.682,1.885,का
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,1.905,2.898,नाम
datasets\Corpus\children\audio\train_split\CH12006.wav,hi,2.919,3.04,है
datasets\Corpus\children\audio\train_split\CH12007.wav,hi,0.0,0.601,पठन
datasets\Corpus\children\audio\train_split\CH12008.wav,hi,0.0,0.329,मैं
datasets\Corpus\children\audio\train_split\CH12008.wav,hi,0.37,0.843,धिराजून
datasets\Corpus\children\audio\train_split\CH12008.wav,hi,0.884,1.11,में
datasets\Corpus\children\audio\train_split\CH12008.wav,hi,1.151,1.254,रहता
datasets\Corpus\children\audio\train_split\CH12008.wav,hi,1.274,1.501,हूँ
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,0.0,0.263,इस
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,0.283,0.607,जगे
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,0.628,0.911,में
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,1.154,1.397,बहुत
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,1.417,1.781,सारी
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,1.822,2.429,चीजें
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,2.449,3.016,स्पेशल
datasets\Corpus\children\audio\train_split\CH12009.wav,hi,3.036,3.36,हैं
datasets\Corpus\children\audio\train_split\CH12011.wav,hi,0.0,0.367,और
datasets\Corpus\children\audio\train_split\CH12011.wav,en,0.734,1.244,environment
datasets\Corpus\children\audio\train_split\CH12011.wav,hi,1.284,1.386,भी
datasets\Corpus\children\audio\train_split\CH12011.wav,hi,1.407,1.651,बहुत
datasets\Corpus\children\audio\train_split\CH12011.wav,hi,1.774,1.876,अच्छा
datasets\Corpus\children\audio\train_split\CH12011.wav,hi,1.896,2.12,है
datasets\Corpus\children\audio\train_split\CH12012.wav,other,0.0,0.366,মন্য
datasets\Corpus\children\audio\train_split\CH12012.wav,other,0.387,0.753,স্পাইসি
datasets\Corpus\children\audio\train_split\CH12012.wav,other,0.814,0.916,ফুট
datasets\Corpus\children\audio\train_split\CH12012.wav,other,0.936,1.526,পাসেন
datasets\Corpus\children\audio\train_split\CH12012.wav,other,1.567,1.77,দে
datasets\Corpus\children\audio\train_split\CH12012.wav,other,1.791,1.831,যে
datasets\Corpus\children\audio\train_split\CH12012.wav,other,1.852,2.36,সে
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,0.0,0.446,शाई
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,0.466,1.033,"पनीर,"
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,1.053,1.559,लौकी
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,1.6,2.147,कुफ़ते
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,2.471,2.592,और
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,2.653,2.795,भी
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,2.815,3.119,बहुत
datasets\Corpus\children\audio\train_split\CH12013.wav,hi,3.139,3.22,सारी
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,0.0,0.243,मेरी
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,0.284,0.669,फेवरिट
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,0.709,1.196,डेस्टिनेशन
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,1.216,1.561,हॉल्डी
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,1.601,1.804,देश
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,1.824,2.25,के
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,2.27,2.432,लिए
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,2.757,2.979,पहाड
datasets\Corpus\children\audio\train_split\CH12014.wav,hi,3.0,3.04,है
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,0.0,0.246,और
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,0.307,0.758,विल
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,0.779,0.86,भी
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,0.881,1.065,बहुत
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,1.086,1.229,अच्छा
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,1.25,1.455,रहता
datasets\Corpus\children\audio\train_split\CH12016.wav,hi,1.475,1.7,है
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,0.0,0.324,एक
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,0.344,0.526,छोटे
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,0.587,0.91,गाउं
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,0.951,1.133,में
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,1.153,1.396,दो
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,1.416,2.063,फ्रेंड्स
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,2.083,2.286,रहते
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,2.306,2.892,थे
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,2.973,3.277,चिटकू
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,3.297,3.337,और
datasets\Corpus\children\audio\train_split\CH12017.wav,hi,3.358,3.6,राजू
datasets\Corpus\children\audio\train_split\CH12020.wav,hi,0.0,0.543,हमारे
datasets\Corpus\children\audio\train_split\CH12020.wav,hi,0.568,0.988,पास
datasets\Corpus\children\audio\train_split\CH12020.wav,hi,1.012,1.383,हमेशा
datasets\Corpus\children\audio\train_split\CH12020.wav,hi,1.407,1.679,साथ
datasets\Corpus\children\audio\train_split\CH12020.wav,hi,1.728,2.025,है।
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,0.0,0.527,चिटू
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,0.649,0.77,और
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,0.993,1.439,राजू
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,1.459,1.662,ने
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,1.682,2.047,एक
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,2.088,2.331,दिन
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,2.392,2.838,सुना
datasets\Corpus\children\audio\train_split\CH12021.wav,hi,2.858,3.04,की
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,0.0,0.182,इसे
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,0.202,0.445,सुनके
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,0.466,0.972,दोनों
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,1.012,1.154,ने
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,1.174,1.842,सोचा
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,2.024,2.206,कि
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,2.247,2.753,उन्हें
datasets\Corpus\children\audio\train_split\CH12023.wav,hi,2.813,3.38,नेश्ट
datasets\Corpus\children\audio\train_split\CH12025.wav,hi,0.0,0.286,चिंटू
datasets\Corpus\children\audio\train_split\CH12025.wav,hi,0.306,0.409,और
datasets\Corpus\children\audio\train_split\CH12025.wav,hi,0.49,0.715,राजू
datasets\Corpus\children\audio\train_split\CH12025.wav,hi,0.735,1.92,अपने
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,0.0,0.384,जोलों
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,0.404,0.506,में
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,0.526,0.748,कुछ
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,0.769,1.274,स्नैक्स
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,1.294,1.679,और
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,2.427,2.771,पानी
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,2.791,3.135,पैक
datasets\Corpus\children\audio\train_split\CH12026.wav,hi,3.236,3.62,करके
datasets\Corpus\children\audio\train_split\CH12028.wav,en,0.0,0.184,As
datasets\Corpus\children\audio\train_split\CH12028.wav,en,0.225,0.348,they
datasets\Corpus\children\audio\train_split\CH12028.wav,en,0.41,0.676,walked
datasets\Corpus\children\audio\train_split\CH12028.wav,en,0.697,0.901,through
datasets\Corpus\children\audio\train_split\CH12028.wav,en,1.127,1.311,the
datasets\Corpus\children\audio\train_split\CH12028.wav,en,1.352,1.7,"jungle,"
datasets\Corpus\children\audio\train_split\CH12029.wav,en,0.0,0.204,they
datasets\Corpus\children\audio\train_split\CH12029.wav,en,0.224,0.531,felt
datasets\Corpus\children\audio\train_split\CH12029.wav,en,1.041,1.143,as
datasets\Corpus\children\audio\train_split\CH12029.wav,en,1.184,1.796,if
datasets\Corpus\children\audio\train_split\CH12029.wav,en,1.816,2.02,some
datasets\Corpus\children\audio\train_split\CH12031.wav,hi,0.0,0.122,पर
datasets\Corpus\children\audio\train_split\CH12031.wav,hi,0.142,0.75,उन्हें
datasets\Corpus\children\audio\train_split\CH12031.wav,hi,0.77,1.236,हिम्मत
datasets\Corpus\children\audio\train_split\CH12031.wav,hi,1.277,1.662,नहीं
datasets\Corpus\children\audio\train_split\CH12031.wav,hi,1.682,3.02,हुई।
datasets\Corpus\children\audio\train_split\CH12032.wav,en,0.0,0.204,kde
datasets\Corpus\children\audio\train_split\CH12032.wav,en,0.306,0.633,bude
datasets\Corpus\children\audio\train_split\CH12032.wav,en,0.653,1.143,gufa
datasets\Corpus\children\audio\train_split\CH12032.wav,en,1.163,1.327,tak
datasets\Corpus\children\audio\train_split\CH12032.wav,en,1.429,2.02,pojďe.
datasets\Corpus\children\audio\train_split\CH12033.wav,en,0.0,0.533,"Pout,"
datasets\Corpus\children\audio\train_split\CH12033.wav,en,0.555,0.661,gay.
datasets\Corpus\children\audio\train_split\CH12034.wav,other,0.0,0.528,انہیں
datasets\Corpus\children\audio\train_split\CH12034.wav,other,0.568,0.853,گفا
datasets\Corpus\children\audio\train_split\CH12034.wav,other,0.873,1.38,سے
datasets\Corpus\children\audio\train_split\CH12034.wav,other,1.401,1.888,عجیب
datasets\Corpus\children\audio\train_split\CH12034.wav,other,1.928,2.111,سی
datasets\Corpus\children\audio\train_split\CH12034.wav,other,2.131,2.456,آواج
datasets\Corpus\children\audio\train_split\CH12034.wav,other,2.476,2.74,آئی
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,0.0,0.303,चिंटू
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,0.323,0.444,और
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,0.545,0.969,राजू
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,1.07,1.231,ने
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,1.251,1.735,गार्डियन
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,1.756,2.018,को
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,2.038,2.684,देखा
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,2.825,3.269,टास्ट
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,3.289,3.693,कमप्रिट
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,3.713,4.036,कर
datasets\Corpus\children\audio\train_split\CH12038.wav,hi,4.056,4.5,लिया।
datasets\Corpus\children\audio\train_split\CH12039.wav,other,0.0,0.121,ہر
datasets\Corpus\children\audio\train_split\CH12039.wav,other,0.141,0.424,ایک
datasets\Corpus\children\audio\train_split\CH12039.wav,other,0.485,0.869,ٹاسک
datasets\Corpus\children\audio\train_split\CH12039.wav,other,0.909,1.01,کے
datasets\Corpus\children\audio\train_split\CH12039.wav,other,1.03,1.353,بعد
datasets\Corpus\children\audio\train_split\CH12039.wav,other,1.394,1.717,انہیں
datasets\Corpus\children\audio\train_split\CH12039.wav,other,1.737,2.101,گفا
datasets\Corpus\children\audio\train_split\CH12039.wav,other,2.161,2.222,کا
datasets\Corpus\children\audio\train_split\CH12039.wav,other,2.242,2.686,سیکرٹ
datasets\Corpus\children\audio\train_split\CH12039.wav,other,2.707,3.05,تھوڑا
datasets\Corpus\children\audio\train_split\CH12039.wav,other,3.07,3.171,اور
datasets\Corpus\children\audio\train_split\CH12039.wav,other,3.313,3.757,سمجھ
datasets\Corpus\children\audio\train_split\CH12039.wav,other,3.777,4.08,آیا
datasets\Corpus\children\audio\train_split\CH12040.wav,en,0.0,0.304,The
datasets\Corpus\children\audio\train_split\CH12040.wav,en,0.365,0.79,secret
datasets\Corpus\children\audio\train_split\CH12040.wav,en,0.952,1.074,of
datasets\Corpus\children\audio\train_split\CH12040.wav,en,1.094,1.155,the
datasets\Corpus\children\audio\train_split\CH12040.wav,en,1.175,1.418,cave
datasets\Corpus\children\audio\train_split\CH12040.wav,en,1.479,1.783,began
datasets\Corpus\children\audio\train_split\CH12040.wav,en,1.803,1.925,to
datasets\Corpus\children\audio\train_split\CH12040.wav,en,1.985,2.512,unfold
datasets\Corpus\children\audio\train_split\CH12040.wav,en,2.553,2.857,before
datasets\Corpus\children\audio\train_split\CH12040.wav,en,2.998,3.14,them.
datasets\Corpus\children\audio\train_split\CH12041.wav,other,0.0,0.144,اس
datasets\Corpus\children\audio\train_split\CH12041.wav,other,0.165,0.227,کو
datasets\Corpus\children\audio\train_split\CH12041.wav,other,0.247,0.577,فاکر
datasets\Corpus\children\audio\train_split\CH12041.wav,other,0.598,1.133,آز
datasets\Corpus\children\audio\train_split\CH12041.wav,other,1.175,1.381,ہے
datasets\Corpus\children\audio\train_split\CH12044.wav,other,0.0,0.611,چنٹو
datasets\Corpus\children\audio\train_split\CH12044.wav,other,0.698,1.003,اور
datasets\Corpus\children\audio\train_split\CH12044.wav,other,1.025,1.221,راجو
datasets\Corpus\children\audio\train_split\CH12044.wav,other,1.265,1.461,نے
datasets\Corpus\children\audio\train_split\CH12044.wav,other,1.483,1.745,اس
datasets\Corpus\children\audio\train_split\CH12044.wav,other,1.766,2.617,راج
datasets\Corpus\children\audio\train_split\CH12044.wav,other,2.639,2.988,کو
datasets\Corpus\children\audio\train_split\CH12044.wav,other,3.075,3.642,سکھا
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,0.0,0.385,इसके
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,0.426,0.71,बाद
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,0.73,1.034,से
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,1.054,1.966,उनकी
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,1.987,2.696,दोस्ती
datasets\Corpus\children\audio\train_split\CH12045.wav,hi,2.716,3.0,और
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,0.0,0.201,ये
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,0.222,0.544,थी
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,0.564,1.451,चिंटू
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,1.471,1.813,और
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,1.914,2.337,राजू
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,2.358,2.599,की
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,2.619,3.164,अनोखी
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,3.184,3.647,गुफा
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,4.211,4.292,की
datasets\Corpus\children\audio\train_split\CH12048.wav,hi,4.312,5.4,कहानी।
datasets\Corpus\children\audio\train_split\CH12050.wav,other,0.0,0.386,ملتے
datasets\Corpus\children\audio\train_split\CH12050.wav,other,0.407,0.956,ہیں
datasets\Corpus\children\audio\train_split\CH12050.wav,other,1.078,1.24,اگلی
datasets\Corpus\children\audio\train_split\CH12050.wav,other,1.281,1.667,قانی
datasets\Corpus\children\audio\train_split\CH12050.wav,other,1.688,2.46,میں
datasets\Corpus\children\audio\train_split\CH12050.wav,other,2.44,2.542,تب
datasets\Corpus\children\audio\train_split\CH12050.wav,other,2.562,2.908,تک
datasets\Corpus\children\audio\train_split\CH12050.wav,other,3.03,3.254,آپ
datasets\Corpus\children\audio\train_split\CH12050.wav,other,3.438,3.743,اپنا
datasets\Corpus\children\audio\train_split\CH12050.wav,other,3.763,3.947,خیال
datasets\Corpus\children\audio\train_split\CH12050.wav,other,3.987,4.72,رکھیں
datasets\Corpus\children\audio\train_split\CH12050.wav,other,4.7,4.989,اور
datasets\Corpus\children\audio\train_split\CH12050.wav,other,5.01,5.361,دوستو
datasets\Corpus\children\audio\train_split\CH12050.wav,other,5.382,5.961,ہمارے
datasets\Corpus\children\audio\train_split\CH12052.wav,other,0.0,0.304,ਇതੇ
datasets\Corpus\children\audio\train_split\CH12052.wav,other,0.325,0.406,ਹਾਡ
datasets\Corpus\children\audio\train_split\CH12052.wav,other,0.426,0.893,ਬੁਸ਼ਟੀਲੀ
datasets\Corpus\children\audio\train_split\CH12052.wav,other,0.913,2.84,ਸੀਟੀ
datasets\Corpus\children\audio\train_split\CH12053.wav,en,0.0,0.305,Da
datasets\Corpus\children\audio\train_split\CH12053.wav,en,0.326,0.549,sier
datasets\Corpus\children\audio\train_split\CH12053.wav,en,0.57,1.139,blinget
datasets\Corpus\children\audio\train_split\CH12053.wav,en,1.16,1.465,etter
datasets\Corpus\children\audio\train_split\CH12053.wav,en,1.587,1.851,vir
datasets\Corpus\children\audio\train_split\CH12053.wav,en,2.014,2.177,og
datasets\Corpus\children\audio\train_split\CH12053.wav,en,2.197,2.38,dia.
datasets\Corpus\children\audio\train_split\CH12054.wav,en,0.0,0.483,Veer
datasets\Corpus\children\audio\train_split\CH12054.wav,en,0.503,0.544,is
datasets\Corpus\children\audio\train_split\CH12054.wav,en,0.564,0.624,a
datasets\Corpus\children\audio\train_split\CH12054.wav,en,0.644,1.007,big
datasets\Corpus\children\audio\train_split\CH12054.wav,en,1.128,1.349,"brother,"
datasets\Corpus\children\audio\train_split\CH12054.wav,en,1.833,1.974,known
datasets\Corpus\children\audio\train_split\CH12054.wav,en,2.014,2.215,for
datasets\Corpus\children\audio\train_split\CH12054.wav,en,2.235,2.376,his
datasets\Corpus\children\audio\train_split\CH12054.wav,en,2.477,2.92,cuteness
datasets\Corpus\children\audio\train_split\CH12054.wav,en,2.98,3.101,and
datasets\Corpus\children\audio\train_split\CH12054.wav,en,3.182,3.343,the
datasets\Corpus\children\audio\train_split\CH12054.wav,en,3.504,3.927,younger
datasets\Corpus\children\audio\train_split\CH12054.wav,en,3.947,4.088,sister
datasets\Corpus\children\audio\train_split\CH12054.wav,en,4.491,4.793,admires
datasets\Corpus\children\audio\train_split\CH12054.wav,en,4.813,4.994,for
datasets\Corpus\children\audio\train_split\CH12054.wav,en,5.014,5.155,his
datasets\Corpus\children\audio\train_split\CH12054.wav,en,5.236,5.86,creativity.
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,0.0,0.345,एक
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,0.365,1.156,गर्मी
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,1.176,1.52,के
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,1.561,1.764,दिन
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,1.784,2.25,के
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,2.27,2.798,दोपैर
datasets\Corpus\children\audio\train_split\CH12055.wav,hi,2.879,3.0,में
datasets\Corpus\children\audio\train_split\CH12056.wav,en,0.0,0.333,while
datasets\Corpus\children\audio\train_split\CH12056.wav,en,0.438,0.833,exploring
datasets\Corpus\children\audio\train_split\CH12056.wav,en,0.854,0.958,the
datasets\Corpus\children\audio\train_split\CH12056.wav,en,1.542,1.958,attic
datasets\Corpus\children\audio\train_split\CH12056.wav,en,2.062,2.208,of
datasets\Corpus\children\audio\train_split\CH12056.wav,en,2.271,2.396,the
datasets\Corpus\children\audio\train_split\CH12056.wav,en,2.542,2.708,old
datasets\Corpus\children\audio\train_split\CH12056.wav,en,2.771,3.021,house.
datasets\Corpus\children\audio\train_split\CH12058.wav,other,0.0,0.369,ਰੀਸਟੀ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,0.41,0.595,ਓਲਡ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,0.615,0.738,ਬੋਕ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,0.841,1.087,ਮੀਲੀ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,1.108,1.354,ਫੀਲਡ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,1.374,1.436,ਵੀਨ
datasets\Corpus\children\audio\train_split\CH12058.wav,other,1.456,2.031,ਮੀ਷ਟੀਰ
datasets\Corpus\children\audio\train_split\CH12058.wav,hi,2.051,2.421,ਸੀਮਬਲਸ।
datasets\Corpus\children\audio\train_split\CH12061.wav,en,0.0,0.248,The
datasets\Corpus\children\audio\train_split\CH12061.wav,en,0.269,0.683,symbols
datasets\Corpus\children\audio\train_split\CH12061.wav,en,0.703,1.221,finally
datasets\Corpus\children\audio\train_split\CH12062.wav,en,0.0,0.687,Translating
datasets\Corpus\children\audio\train_split\CH12062.wav,en,0.828,0.909,a
datasets\Corpus\children\audio\train_split\CH12062.wav,en,1.03,1.414,passage
datasets\Corpus\children\audio\train_split\CH12062.wav,en,1.637,2.122,that
datasets\Corpus\children\audio\train_split\CH12062.wav,en,2.142,2.546,spoke
